010.000.0101.00	inhibe	 la síntesis de prostaglandinas
010.000.6058.00	tieneGeneralidad	von willebrand
010.000.6059.00	tieneGeneralidad	von willebrand
010.000.6058.00	tieneGeneralidad	  , con tres
010.000.6059.00	tieneGeneralidad	  , con tres
010.000.6058.00	tieneGeneralidad	 
010.000.6059.00	tieneGeneralidad	 
010.000.6058.00	tieneGeneralidad	es
010.000.6059.00	tieneGeneralidad	es
010.000.6058.00	tieneGeneralidad	y
010.000.6059.00	tieneGeneralidad	y
010.000.6058.00	tieneGeneralidad	plaquetaria
010.000.6059.00	tieneGeneralidad	plaquetaria
010.000.6058.00	tieneGeneralidad	para
010.000.6059.00	tieneGeneralidad	para
010.000.6058.00	tieneGeneralidad	como
010.000.6059.00	tieneGeneralidad	como
010.000.6058.00	tieneGeneralidad	;
010.000.6059.00	tieneGeneralidad	;
010.000.6058.00	tieneGeneralidad	que
010.000.6059.00	tieneGeneralidad	que
010.000.6058.00	protegeAl	 factor
010.000.6059.00	protegeAl	 factor
010.000.6058.00	protegeAl	 inactivación
010.000.6059.00	protegeAl	 inactivación
010.000.5638.00	tieneGeneralidad	von willebrand
010.000.5639.00	tieneGeneralidad	von willebrand
010.000.5638.00	tieneGeneralidad	multimérica
010.000.5639.00	tieneGeneralidad	multimérica
010.000.5638.00	tieneGeneralidad	 
010.000.5639.00	tieneGeneralidad	 
010.000.5638.00	tieneGeneralidad	  , la
010.000.5639.00	tieneGeneralidad	  , la
010.000.5638.00	tieneGeneralidad	y
010.000.5639.00	tieneGeneralidad	y
010.000.5638.00	tieneGeneralidad	-
010.000.5639.00	tieneGeneralidad	-
010.000.5638.00	tieneGeneralidad	  ,
010.000.5639.00	tieneGeneralidad	  ,
010.000.5638.00	tieneGeneralidad	involucrada
010.000.5639.00	tieneGeneralidad	involucrada
010.000.5638.00	tieneGeneralidad	del
010.000.5639.00	tieneGeneralidad	del
010.000.5638.00	tieneGeneralidad	.
010.000.5639.00	tieneGeneralidad	.
010.000.5643.00	tieneGeneralidad	von willebrand en
010.000.5644.00	tieneGeneralidad	von willebrand en
010.000.5643.00	tieneGeneralidad	estéril
010.000.5644.00	tieneGeneralidad	estéril
010.000.5643.00	tieneGeneralidad	liofilizado
010.000.5644.00	tieneGeneralidad	liofilizado
010.000.4324.00	tieneGeneralidad	)
010.000.4324.00	tieneGeneralidad	que
010.000.5252.00	tieneGeneralidad	)
010.000.5253.00	tieneGeneralidad	)
010.000.5252.00	tieneGeneralidad	altamente
010.000.5253.00	tieneGeneralidad	altamente
010.000.5252.00	tieneGeneralidad	recombinante
010.000.5253.00	tieneGeneralidad	recombinante
010.000.5252.00	tieneGeneralidad	de
010.000.5253.00	tieneGeneralidad	de
010.000.5252.00	introduce	 el gen factor humano
010.000.5253.00	introduce	 el gen factor humano
010.000.6070.00	tieneGeneralidad	se
010.000.6070.00	trasformaEn	 fibrina por la acción de la trombina
010.000.4220.00	tieneGeneralidad	es
010.000.4220.00	tieneGeneralidad	.
010.000.4232.00	tieneGeneralidad	  ,
010.000.4232.00	tieneGeneralidad	obtenida
010.000.4232.00	tieneGeneralidad	.
010.000.0621.00	acelera	formación
010.000.0622.00	acelera	formación
010.000.1708.00	tieneGeneralidad	.
010.000.1708.00	tieneGeneralidad	y
010.000.1708.00	tieneGeneralidad	.
010.000.1705.00	proporciona	hierro
IDARUCIZUMAB010.000.6133.00	tieneGeneralidad	es
IDARUCIZUMAB010.000.6133.00	tieneGeneralidad	.
IDARUCIZUMAB010.000.6133.00	tieneGeneralidad	)
IDARUCIZUMAB010.000.6133.00	fijoAl	 dabigatrán con afinidad
010.000.5245.00	tieneGeneralidad	  ,
010.000.5245.01	tieneGeneralidad	  ,
010.000.5245.00	tieneGeneralidad	antiproliferativo
010.000.5245.01	tieneGeneralidad	antiproliferativo
010.000.5760.00	tieneGeneralidad	alfa
010.000.5761.00	tieneGeneralidad	alfa
010.000.6014.00	tieneGeneralidad	alfa
010.000.6015.00	tieneGeneralidad	alfa
010.000.5760.00	contiene	 factor coagulación recombinante con dominio suprimido moroctocogalfa
010.000.5761.00	contiene	 factor coagulación recombinante con dominio suprimido moroctocogalfa
010.000.6014.00	contiene	 factor coagulación recombinante con dominio suprimido moroctocogalfa
010.000.6015.00	contiene	 factor coagulación recombinante con dominio suprimido moroctocogalfa
010.000.2155.00	tieneGeneralidad	que
010.000.2155.01	tieneGeneralidad	que
010.000.4221.00	tieneGeneralidad	que
010.000.4222.00	tieneGeneralidad	que
010.000.4222.01	tieneGeneralidad	que
010.000.4223.00	tieneGeneralidad	que
010.000.4223.01	tieneGeneralidad	que
010.000.2155.00	acelera	formación
010.000.2155.01	acelera	formación
010.000.4221.00	acelera	formación
010.000.4222.00	acelera	formación
010.000.4222.01	acelera	formación
010.000.4223.00	acelera	formación
010.000.4223.01	acelera	formación
010.000.5850.00	tieneGeneralidad	es
010.000.5851.00	tieneGeneralidad	es
010.000.5850.00	tieneGeneralidad	que
010.000.5851.00	tieneGeneralidad	que
010.000.5850.00	tiene	 una secuencia aminoácidos comparable con el factor humano
010.000.5851.00	tiene	 una secuencia aminoácidos comparable con el factor humano
010.000.5602.00	tieneGeneralidad	es
010.000.5602.01	tieneGeneralidad	es
010.000.5603.00	tieneGeneralidad	es
010.000.5603.01	tieneGeneralidad	es
010.000.5602.00	tieneGeneralidad	y
010.000.5602.01	tieneGeneralidad	y
010.000.5603.00	tieneGeneralidad	y
010.000.5603.01	tieneGeneralidad	y
010.000.5602.00	tieneGeneralidad	que
010.000.5602.01	tieneGeneralidad	que
010.000.5603.00	tieneGeneralidad	que
010.000.5603.01	tieneGeneralidad	que
010.000.5602.00	actúaMediante	 la unión específica
010.000.5602.01	actúaMediante	 la unión específica
010.000.5603.00	actúaMediante	 la unión específica
010.000.5603.01	actúaMediante	 la unión específica
010.000.5544.00	tieneGeneralidad	es
010.000.5735.01	tieneGeneralidad	es
010.000.5736.01	tieneGeneralidad	es
010.000.5737.00	tieneGeneralidad	es
010.000.5544.00	tieneGeneralidad	  , altamente
010.000.5735.01	tieneGeneralidad	  , altamente
010.000.5736.01	tieneGeneralidad	  , altamente
010.000.5737.00	tieneGeneralidad	  , altamente
010.000.5544.00	tieneGeneralidad	selectivo
010.000.5735.01	tieneGeneralidad	selectivo
010.000.5736.01	tieneGeneralidad	selectivo
010.000.5737.00	tieneGeneralidad	selectivo
010.000.5544.00	tieneGeneralidad	oral
010.000.5735.01	tieneGeneralidad	oral
010.000.5736.01	tieneGeneralidad	oral
010.000.5737.00	tieneGeneralidad	oral
010.000.5624.00	tieneGeneralidad	es
010.000.5624.00	tieneGeneralidad	-
010.000.6002.00	tieneGeneralidad	es
010.000.6003.00	tieneGeneralidad	es
010.000.6004.00	tieneGeneralidad	es
010.000.6002.00	tieneGeneralidad	-
010.000.6003.00	tieneGeneralidad	-
010.000.6004.00	tieneGeneralidad	-
010.000.6002.00	tieneGeneralidad	5
010.000.6003.00	tieneGeneralidad	5
010.000.6004.00	tieneGeneralidad	5
010.000.6002.00	tieneGeneralidad	se
010.000.6003.00	tieneGeneralidad	se
010.000.6004.00	tieneGeneralidad	se
010.000.6002.00	obtieneMediante	despolimerización
010.000.6003.00	obtieneMediante	despolimerización
010.000.6004.00	obtieneMediante	despolimerización
010.000.6061.00	tieneGeneralidad	  , de origen adn
010.000.6062.00	tieneGeneralidad	  , de origen adn
010.000.6063.00	tieneGeneralidad	  , de origen adn
010.000.6064.00	tieneGeneralidad	  , de origen adn
010.000.6065.00	tieneGeneralidad	  , de origen adn
010.000.6066.00	tieneGeneralidad	  , de origen adn
010.000.6061.00	tieneGeneralidad	de
010.000.6062.00	tieneGeneralidad	de
010.000.6063.00	tieneGeneralidad	de
010.000.6064.00	tieneGeneralidad	de
010.000.6065.00	tieneGeneralidad	de
010.000.6066.00	tieneGeneralidad	de
010.000.6061.00	tieneGeneralidad	)
010.000.6062.00	tieneGeneralidad	)
010.000.6063.00	tieneGeneralidad	)
010.000.6064.00	tieneGeneralidad	)
010.000.6065.00	tieneGeneralidad	)
010.000.6066.00	tieneGeneralidad	)
010.000.6061.00	tieneGeneralidad	alfa
010.000.6062.00	tieneGeneralidad	alfa
010.000.6063.00	tieneGeneralidad	alfa
010.000.6064.00	tieneGeneralidad	alfa
010.000.6065.00	tieneGeneralidad	alfa
010.000.6066.00	tieneGeneralidad	alfa
010.000.6061.00	tieneGeneralidad	que
010.000.6062.00	tieneGeneralidad	que
010.000.6063.00	tieneGeneralidad	que
010.000.6064.00	tieneGeneralidad	que
010.000.6065.00	tieneGeneralidad	que
010.000.6066.00	tieneGeneralidad	que
010.000.0623.00	inhibe	efecto de la vitamina k y
010.000.0204.00	tieneGeneralidad	que
010.000.0204.00	tieneGeneralidad	  ,
010.000.0204.00	tieneGeneralidad	tanto
010.000.0204.00	tieneGeneralidad	como
010.000.0204.00	tieneGeneralidad	.
010.000.2242.00	adhiereA	 numerosos medicamentos compuestos químicos
010.000.0080.00	tieneGeneralidad	que
010.000.0081.00	tieneGeneralidad	que
010.000.4326.00	protegeContra	 el efecto hepatotóxico
040.000.4054.00	tieneGeneralidad	que
010.000.2231.00	tieneGeneralidad	  , que
010.000.2231.00	oxida	hierro y
040.000.0302.00	tieneGeneralidad	previamente
040.000.0302.00	tiene	actividad
010.000.0291.00	inhibe	hidrólisis
010.000.2202.00	tieneGeneralidad	  , con los
010.000.2202.00	forma	 complejos estables
010.000.0561.00	bloquea	reabsorción
010.000.2304.00	tieneGeneralidad	.
010.000.2304.01	tieneGeneralidad	.
010.000.2156.00	tieneGeneralidad	.
010.000.2331.00	posee	 actividad analgésica local
010.000.2157.00	tieneGeneralidad	inhibe
010.000.2307.00	tieneGeneralidad	inhibe
010.000.2308.00	tieneGeneralidad	inhibe
010.000.2157.00	inhibe	 el simporte
010.000.2307.00	inhibe	 el simporte
010.000.2308.00	inhibe	 el simporte
010.000.2301.00	tieneGeneralidad	que
010.000.2301.00	incrementa	 la eliminación
010.000.2301.00	incrementa	urinaria de
010.000.2301.00	incrementa	sodio
010.000.0472.00	tieneGeneralidad	que
010.000.0472.00	induce	 la transcripción de rna
010.000.5301.00	inhibe	 la respuesta linfocitos
010.000.5303.00	inhibe	 la respuesta linfocitos
010.000.5306.00	inhibe	 la respuesta linfocitos
010.000.2302.00	inhibe	 la anhidrasa carbónica
010.000.2303.00	inhibe	 la anhidrasa carbónica
010.000.5304.00	activa	 las enzimas
010.000.5239.00	tieneGeneralidad	que
010.000.5239.00	interactúaCon	membrana del
010.000.5239.00	interactúaCon	 linfocito
010.000.5308.00	tieneGeneralidad	  ,
010.000.5308.01	tieneGeneralidad	  ,
010.000.5308.00	tieneGeneralidad	  , que
010.000.5308.01	tieneGeneralidad	  , que
010.000.5308.00	actúaContra	 la cadena receptor
010.000.5308.01	actúaContra	 la cadena receptor
010.000.5308.00	actúaContra	 interleucina
010.000.5308.01	actúaContra	 interleucina
010.000.4294.00	tieneGeneralidad	cíclico
010.000.4298.00	tieneGeneralidad	cíclico
010.000.4306.00	tieneGeneralidad	cíclico
010.000.4236.00	tieneGeneralidad	cíclico
010.000.4294.00	tieneGeneralidad	  , es un
010.000.4298.00	tieneGeneralidad	  , es un
010.000.4306.00	tieneGeneralidad	  , es un
010.000.4236.00	tieneGeneralidad	  , es un
010.000.4294.00	tieneGeneralidad	.
010.000.4298.00	tieneGeneralidad	.
010.000.4306.00	tieneGeneralidad	.
010.000.4236.00	tieneGeneralidad	.
010.000.5420.00	excluye	efecto de los
010.000.5420.00	excluye	 andrógenos andrenocorticales
010.000.5085.00	tieneGeneralidad	.
010.000.5085.01	tieneGeneralidad	.
010.000.5085.00	tieneGeneralidad	  ,
010.000.5085.01	tieneGeneralidad	  ,
010.000.5085.00	tieneGeneralidad	quimérico
010.000.5085.01	tieneGeneralidad	quimérico
010.000.5085.00	tieneGeneralidad	-
010.000.5085.01	tieneGeneralidad	-
010.000.5085.00	tieneGeneralidad	2
010.000.5085.01	tieneGeneralidad	2
010.000.5085.00	tieneGeneralidad	.
010.000.5085.01	tieneGeneralidad	.
010.000.5085.00	inhibe	 la activación de los linfocitos
010.000.5085.01	inhibe	 la activación de los linfocitos
010.000.5930.00	tieneGeneralidad	alfa
010.000.5625.00	tieneGeneralidad	alfa
010.000.5626.00	tieneGeneralidad	alfa
010.000.5627.00	tieneGeneralidad	alfa
010.000.5628.00	tieneGeneralidad	alfa
010.000.5629.00	tieneGeneralidad	alfa
010.000.5632.00	tieneGeneralidad	alfa
010.000.5633.00	tieneGeneralidad	alfa
010.000.5930.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5625.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5626.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5627.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5628.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5629.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5632.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5633.00	estimula	 la eritropoyesis por el mismo mecanismo eritropoyetina endógena
010.000.5319.00	tieneGeneralidad	enzimático
010.000.5319.01	tieneGeneralidad	enzimático
010.000.5319.00	tieneGeneralidad	disminuyendo
010.000.5319.01	tieneGeneralidad	disminuyendo
010.000.5319.00	tieneGeneralidad	.
010.000.5319.01	tieneGeneralidad	.
010.000.5319.00	disminuye	 el antígeno prostático específico
010.000.5319.01	disminuye	 el antígeno prostático específico
010.000.5332.00 	tieneGeneralidad	que
010.000.5333.00	tieneGeneralidad	que
010.000.5333.01	tieneGeneralidad	que
010.000.5333.02	tieneGeneralidad	que
010.000.5338.00	tieneGeneralidad	que
010.000.5338.01	tieneGeneralidad	que
010.000.5339.00	tieneGeneralidad	que
010.000.5339.01	tieneGeneralidad	que
010.000.5332.00 	actúaSobre	 la médula ósea
010.000.5333.00	actúaSobre	 la médula ósea
010.000.5333.01	actúaSobre	 la médula ósea
010.000.5333.02	actúaSobre	 la médula ósea
010.000.5338.00	actúaSobre	 la médula ósea
010.000.5338.01	actúaSobre	 la médula ósea
010.000.5339.00	actúaSobre	 la médula ósea
010.000.5339.01	actúaSobre	 la médula ósea
010.000.6137.00	tieneGeneralidad	  ,
010.000.6138.00	tieneGeneralidad	  ,
010.000.6137.00	tieneGeneralidad	activo
010.000.6138.00	tieneGeneralidad	activo
010.000.6137.00	tieneGeneralidad	.
010.000.6138.00	tieneGeneralidad	.
010.000.6137.00	tieneGeneralidad	es
010.000.6138.00	tieneGeneralidad	es
010.000.6137.00	tieneGeneralidad	que
010.000.6138.00	tieneGeneralidad	que
010.000.6137.00	tieneGeneralidad	la
010.000.6138.00	tieneGeneralidad	la
010.000.6137.00	tieneGeneralidad	o
010.000.6138.00	tieneGeneralidad	o
010.000.6137.00	tieneGeneralidad	.
010.000.6138.00	tieneGeneralidad	.
010.000.4231.00	tieneGeneralidad	policlonal
010.000.4231.00	produceEn	 el conejo
010.000.2306.00	tieneGeneralidad	que
010.000.5360.00	tieneGeneralidad	la
010.000.5361.00	tieneGeneralidad	la
010.000.5360.00	tieneGeneralidad	.
010.000.5361.00	tieneGeneralidad	.
010.000.4305.00	tieneGeneralidad	sobre
010.000.4305.01	tieneGeneralidad	sobre
010.000.4305.00	tieneGeneralidad	e
010.000.4305.01	tieneGeneralidad	e
010.000.4305.00	inhibe	 la acción muscarínica de la acetilcolina sobre el músculo liso
010.000.4305.01	inhibe	 la acción muscarínica de la acetilcolina sobre el músculo liso
010.000.5160.00	tieneGeneralidad	es
010.000.6084.00	tieneGeneralidad	es
010.000.5160.00	tieneGeneralidad	quelante
010.000.6084.00	tieneGeneralidad	quelante
010.000.5160.00	tieneGeneralidad	libre
010.000.6084.00	tieneGeneralidad	libre
010.000.5160.00	tieneGeneralidad	calcio
010.000.6084.00	tieneGeneralidad	calcio
010.000.5160.00	contiene	 múltiples aminas separadas por un carbono
010.000.6084.00	contiene	 múltiples aminas separadas por un carbono
010.000.4308.00	tieneGeneralidad	)
010.000.4308.01	tieneGeneralidad	)
010.000.4308.02	tieneGeneralidad	)
010.000.4309.00	tieneGeneralidad	)
010.000.4309.01	tieneGeneralidad	)
010.000.4308.00	tieneGeneralidad	5
010.000.4308.01	tieneGeneralidad	5
010.000.4308.02	tieneGeneralidad	5
010.000.4309.00	tieneGeneralidad	5
010.000.4309.01	tieneGeneralidad	5
010.000.4308.00	tieneGeneralidad	)
010.000.4308.01	tieneGeneralidad	)
010.000.4308.02	tieneGeneralidad	)
010.000.4309.00	tieneGeneralidad	)
010.000.4309.01	tieneGeneralidad	)
010.000.5086.00	tieneGeneralidad	.
010.000.5087.00	tieneGeneralidad	.
010.000.5086.00	tieneGeneralidad	un
010.000.5087.00	tieneGeneralidad	un
010.000.5086.00	tieneGeneralidad	)
010.000.5087.00	tieneGeneralidad	)
010.000.5086.00	tieneGeneralidad	impide
010.000.5087.00	tieneGeneralidad	impide
010.000.5086.00	impide	 la progresión del ciclo celular
010.000.5087.00	impide	 la progresión del ciclo celular
010.000.5086.00	impide	 fase g1
010.000.5087.00	impide	 fase g1
010.000.2366.00	tieneGeneralidad	integral
010.000.2366.00	tieneGeneralidad	para
010.000.2366.00	permite	 un intercambio de solutos
010.000.2365.00	tieneGeneralidad	integral
010.000.2365.00	tieneGeneralidad	para
010.000.2365.00	permite	 un intercambio de solutos
010.000.2348.00	tieneGeneralidad	de
010.000.2349.00	tieneGeneralidad	de
010.000.2348.00	tieneGeneralidad	para
010.000.2349.00	tieneGeneralidad	para
010.000.2348.00	permite	 un intercambio de solutos
010.000.2349.00	permite	 un intercambio de solutos
010.000.2356.00	tieneGeneralidad	de
010.000.2357.00	tieneGeneralidad	de
010.000.2352.00	tieneGeneralidad	de
010.000.2351.00	tieneGeneralidad	de
010.000.2354.00	tieneGeneralidad	de
010.000.2358.00	tieneGeneralidad	de
010.000.2356.00	tieneGeneralidad	para
010.000.2357.00	tieneGeneralidad	para
010.000.2352.00	tieneGeneralidad	para
010.000.2351.00	tieneGeneralidad	para
010.000.2354.00	tieneGeneralidad	para
010.000.2358.00	tieneGeneralidad	para
010.000.2356.00	permite	 un intercambio de solutos
010.000.2357.00	permite	 un intercambio de solutos
010.000.2352.00	permite	 un intercambio de solutos
010.000.2351.00	permite	 un intercambio de solutos
010.000.2354.00	permite	 un intercambio de solutos
010.000.2358.00	permite	 un intercambio de solutos
010.000.2361.00	tieneGeneralidad	dentro
010.000.2361.00	permite	 un intercambio de solutos
010.000.2363.00	tieneGeneralidad	  , que es una
010.000.2364.00	tieneGeneralidad	  , que es una
010.000.2363.00	tieneGeneralidad	  , que
010.000.2364.00	tieneGeneralidad	  , que
010.000.5082.00	tieneGeneralidad	que
010.000.5082.01	tieneGeneralidad	que
010.000.5084.00	tieneGeneralidad	que
010.000.5084.01	tieneGeneralidad	que
010.000.5083.00	tieneGeneralidad	que
010.000.5083.01	tieneGeneralidad	que
010.000.5082.00	inhibe	 la activación del linfocito
010.000.5082.01	inhibe	 la activación del linfocito
010.000.5084.00	inhibe	 la activación del linfocito
010.000.5084.01	inhibe	 la activación del linfocito
010.000.5083.00	inhibe	 la activación del linfocito
010.000.5083.01	inhibe	 la activación del linfocito
010.000.4312.00	tieneGeneralidad	)
010.000.4312.01	tieneGeneralidad	)
010.000.4312.00	tieneGeneralidad	5
010.000.4312.01	tieneGeneralidad	5
010.000.4312.00	tieneGeneralidad	)
010.000.4312.01	tieneGeneralidad	)
010.000.5309.00	tieneGeneralidad	alfa
010.000.5309.01	tieneGeneralidad	alfa
010.000.5309.02	tieneGeneralidad	alfa
010.000.5309.00	tieneGeneralidad	que
010.000.5309.01	tieneGeneralidad	que
010.000.5309.02	tieneGeneralidad	que
010.000.5309.00	tieneGeneralidad	y
010.000.5309.01	tieneGeneralidad	y
010.000.5309.02	tieneGeneralidad	y
010.000.5309.00	disminuye	 su tensión
010.000.5309.01	disminuye	 su tensión
010.000.5309.02	disminuye	 su tensión
010.000.4304.00	tieneGeneralidad	  , con alta
010.000.4304.01	tieneGeneralidad	  , con alta
010.000.4304.00	tieneGeneralidad	sobre
010.000.4304.01	tieneGeneralidad	sobre
010.000.4310.00	tieneGeneralidad	)
010.000.4310.01	tieneGeneralidad	)
010.000.4311.00	tieneGeneralidad	)
010.000.4311.01	tieneGeneralidad	)
010.000.4310.00	tieneGeneralidad	5
010.000.4310.01	tieneGeneralidad	5
010.000.4311.00	tieneGeneralidad	5
010.000.4311.01	tieneGeneralidad	5
010.000.4310.00	tieneGeneralidad	)
010.000.4310.01	tieneGeneralidad	)
010.000.4311.00	tieneGeneralidad	)
010.000.4311.01	tieneGeneralidad	)
010.000.4326.00	tieneGeneralidad	sobre
010.000.4326.00	tieneGeneralidad	mucosas y
010.000.4326.00	tieneGeneralidad	que
010.000.4326.00	cursaCon	 hipersecreción
010.000.2462.00	actúaSobre	 las secreciones bronquiales
010.000.2463.00	actúaSobre	 las secreciones bronquiales
010.000.0426.00	inhibeA	 la fosfodiesterasa
010.000.0477.00	disminuye	 la inflamación bronquial
010.000.2508.00	disminuye	 la inflamación bronquial
010.000.2433.00	tieneGeneralidad	del
010.000.2435.00	tieneGeneralidad	del
010.000.2433.00	tieneGeneralidad	de
010.000.2435.00	tieneGeneralidad	de
010.000.2433.00	tieneGeneralidad	.
010.000.2435.00	tieneGeneralidad	.
010.000.2433.00	tieneA	 las dosis señaladas
010.000.2435.00	tieneA	 las dosis señaladas
010.000.2158.00	tieneGeneralidad	las
010.000.2159.00	tieneGeneralidad	las
010.000.2158.00	tieneGeneralidad	bronquiales
010.000.2159.00	tieneGeneralidad	bronquiales
010.000.2158.00	tieneGeneralidad	de
010.000.2159.00	tieneGeneralidad	de
010.000.2158.00	tieneGeneralidad	.
010.000.2159.00	tieneGeneralidad	.
010.000.2161.00	tieneGeneralidad	el
010.000.2431.00	tieneGeneralidad	el
010.000.2161.00	tieneGeneralidad	de
010.000.2431.00	tieneGeneralidad	de
010.000.2161.00	tieneGeneralidad	del
010.000.2431.00	tieneGeneralidad	del
010.000.2161.00	tieneGeneralidad	.
010.000.2431.00	tieneGeneralidad	.
010.000.0429.00	tieneGeneralidad	beta
010.000.0431.00	tieneGeneralidad	beta
010.000.0429.00	produce	 relajación del músculo liso bronquial
010.000.0431.00	produce	 relajación del músculo liso bronquial
010.000.5075.00	inhibe	 la fosfodiesterasa
010.000.0437.00	inhibe	 la fosfodiesterasa
010.000.0433.00	relaja	 el músculo liso bronquial al unirse con receptores adrenérgicos
010.000.0433.00	relaja	beta
010.000.5330.00	tieneGeneralidad	humana
010.000.5330.00	desdoblaAl	 dna
010.000.5331.00	tieneGeneralidad	que
010.000.5600.00	tieneGeneralidad	es
010.000.5601.00	tieneGeneralidad	es
010.000.6139.00	tieneGeneralidad	es
010.000.5600.00	tieneGeneralidad	selectivo
010.000.5601.00	tieneGeneralidad	selectivo
010.000.6139.00	tieneGeneralidad	selectivo
010.000.5600.00	tieneGeneralidad	a
010.000.5601.00	tieneGeneralidad	a
010.000.6139.00	tieneGeneralidad	a
010.000.5600.00	tieneGeneralidad	  ,
010.000.5601.00	tieneGeneralidad	  ,
010.000.6139.00	tieneGeneralidad	  ,
010.000.5600.00	tieneGeneralidad	indicado
010.000.5601.00	tieneGeneralidad	indicado
010.000.6139.00	tieneGeneralidad	indicado
010.000.5600.00	tieneGeneralidad	arterial
010.000.5601.00	tieneGeneralidad	arterial
010.000.6139.00	tieneGeneralidad	arterial
010.000.5600.00	tieneGeneralidad	vascular para
010.000.5601.00	tieneGeneralidad	vascular para
010.000.6139.00	tieneGeneralidad	vascular para
010.000.5600.00	tieneGeneralidad	los
010.000.5601.00	tieneGeneralidad	los
010.000.6139.00	tieneGeneralidad	los
010.000.5600.00	tieneGeneralidad	  ,
010.000.5601.00	tieneGeneralidad	  ,
010.000.6139.00	tieneGeneralidad	  ,
010.000.5600.00	tieneGeneralidad	.
010.000.5601.00	tieneGeneralidad	.
010.000.6139.00	tieneGeneralidad	.
010.000.6091.00	tieneGeneralidad	es
010.000.6091.00	tieneGeneralidad	selectivo
010.000.6091.00	tieneGeneralidad	muscarínicos
010.000.6091.00	tieneGeneralidad	más
010.000.6091.00	tieneGeneralidad	que
010.000.6091.00	tieneGeneralidad	.
010.000.6091.00	antagoniza	 los receptores m3
010.000.6035.00	tieneGeneralidad	es
010.000.6035.00	tieneGeneralidad	)
010.000.6035.00	tieneGeneralidad	constituye
010.000.6035.00	constituye	 la vía neural broncoconstrictora principal vías respiratorias
010.000.4332.00	tieneGeneralidad	y
010.000.4332.01	tieneGeneralidad	y
010.000.4333.00	tieneGeneralidad	y
010.000.4333.01	tieneGeneralidad	y
010.000.4334.00	tieneGeneralidad	y
010.000.4332.00	tieneGeneralidad	.
010.000.4332.01	tieneGeneralidad	.
010.000.4333.00	tieneGeneralidad	.
010.000.4333.01	tieneGeneralidad	.
010.000.4334.00	tieneGeneralidad	.
010.000.0445.00	tieneGeneralidad	y
010.000.0446.00	tieneGeneralidad	y
010.000.0445.00	tieneGeneralidad	.
010.000.0446.00	tieneGeneralidad	.
010.000.6083.00	tieneGeneralidad	  , estimulante del
010.000.6083.01	tieneGeneralidad	  , estimulante del
010.000.6083.00	tieneGeneralidad	  , estimulante del
010.000.6083.01	tieneGeneralidad	  , estimulante del
010.000.6083.00	tieneGeneralidad	y
010.000.6083.01	tieneGeneralidad	y
CODEÍNA CON EFEDRINA040.000.2160.00	tieneGeneralidad	que
CODEÍNA CON EFEDRINA040.000.2160.00	actúaSobre	 receptores
010.000.0440.00	tieneGeneralidad	-
010.000.0450.00	tieneGeneralidad	-
010.000.0440.00	tieneGeneralidad	y
010.000.0450.00	tieneGeneralidad	y
010.000.5980.00	tieneGeneralidad	son
010.000.5980.00	tieneGeneralidad	y
010.000.5980.00	tieneGeneralidad	del
010.000.5980.00	tieneGeneralidad	2
010.000.5980.00	tieneGeneralidad	.
010.000.5980.00	tieneGeneralidad	de
010.000.5980.00	tieneGeneralidad	2
010.000.5980.00	tieneGeneralidad	y
010.000.5980.00	tieneGeneralidad	  , y los
010.000.5980.00	tieneGeneralidad	prepara
010.000.5980.00	preparaAl	 receptor glucocorticoide
010.000.5335.00	tieneGeneralidad	  , que
010.000.5335.01	tieneGeneralidad	  , que
010.000.5335.00	contiene	 lípidos polares
010.000.5335.01	contiene	 lípidos polares
010.000.5840.00	tieneGeneralidad	2
010.000.5841.00	tieneGeneralidad	2
010.000.5840.00	tieneGeneralidad	 
010.000.5841.00	tieneGeneralidad	 
010.000.5840.00	tieneGeneralidad	ultraprolongada
010.000.5841.00	tieneGeneralidad	ultraprolongada
010.000.5840.00	tieneGeneralidad	una
010.000.5841.00	tieneGeneralidad	una
010.000.5840.00	tieneGeneralidad	.
010.000.5841.00	tieneGeneralidad	.
010.000.5840.00	tieneGeneralidad	2
010.000.5841.00	tieneGeneralidad	2
010.000.5840.00	tieneGeneralidad	  ,
010.000.5841.00	tieneGeneralidad	  ,
010.000.5840.00	tieneGeneralidad	-
010.000.5841.00	tieneGeneralidad	-
010.000.5840.00	tieneGeneralidad	)
010.000.5841.00	tieneGeneralidad	)
010.000.5840.00	tieneGeneralidad	)
010.000.5841.00	tieneGeneralidad	)
010.000.5840.00	aumenta	la
010.000.5841.00	aumenta	la
010.000.5840.00	aumenta	 concentración de amp cíclico
010.000.5841.00	aumenta	 concentración de amp cíclico
010.000.5840.00	aumenta	 músculo liso bronquial
010.000.5841.00	aumenta	 músculo liso bronquial
010.000.6021.00	tieneGeneralidad	/
010.000.6021.00	tieneGeneralidad	2
010.000.6021.00	tieneGeneralidad	)
